,id,START_DATE,END_DATE,TAX_CATEGORIES,TAX_ITEMS,TAXATION_BASIS,TAX_RATE,DEDUCTION,TAX_AMOUNT,label
16,f000950527a6feb651ffafbbe1e6c817c5ec446b2eb5b05e,2015/09/01,2015/09/30,个人所得税,大额医疗统筹(单位),3000.0,0.03,0.0,90.0,1
17,f000950527a6feb651ffafbbe1e6c817c5ec446b2eb5b05e,2015/09/01,2015/09/30,个人所得税,餐饮、住宿、娱乐营业额随征,3000.0,0.03,0.0,90.0,1
18,f000950527a6feb651ffafbbe1e6c817c5ec446b2eb5b05e,2015/09/01,2015/09/30,个人所得税,增值税附征,3000.0,0.03,0.0,90.0,1
19,f000950527a6feb651ffafbbe1e6c817c5ec446b2eb5b05e,2015/09/01,2015/09/30,个人所得税,各类非银行金融机构营业收入,3000.0,0.03,0.0,90.0,1
20,f000950527a6feb651ffafbbe1e6c817c5ec446b2eb5b05e,2015/09/01,2015/09/30,个人所得税,国有土地使用权出让,3000.0,0.03,0.0,90.0,1
21,f000950527a6feb651ffafbbe1e6c817c5ec446b2eb5b05e,2015/09/01,2015/09/30,个人所得税,发票违章罚款,3000.0,0.03,0.0,90.0,1
22,f000950527a6feb651ffafbbe1e6c817c5ec446b2eb5b05e,2015/09/01,2015/09/30,个人所得税,娱乐业,3000.0,0.03,0.0,90.0,1
23,f000950527a6feb651ffafbbe1e6c817c5ec446b2eb5b05e,2015/09/01,2015/09/30,个人所得税,营业税附征,3000.0,0.03,0.0,90.0,1
24,f000950527a6feb651ffafbbe1e6c817c5ec446b2eb5b05e,2015/09/01,2015/09/30,个人所得税,增值税随征,3000.0,0.03,0.0,90.0,1
25,f000950527a6feb651ffafbbe1e6c817c5ec446b2eb5b05e,2015/09/01,2015/09/30,个人所得税,市区、县、镇 1%,3000.0,0.03,0.0,90.0,1
26,f000950527a6feb651ffafbbe1e6c817c5ec446b2eb5b05e,2015/09/01,2015/09/30,个人所得税,土地增值税,3000.0,0.03,0.0,90.0,1
27,f000950527a6feb651ffafbbe1e6c817c5ec446b2eb5b05e,2015/09/01,2015/09/30,个人所得税,一等,3000.0,0.03,0.0,90.0,1
28,f000950527a6feb651ffafbbe1e6c817c5ec446b2eb5b05e,2015/09/01,2015/09/30,个人所得税,机关事业单位养老保险基金（全额单位）,3000.0,0.03,0.0,90.0,1
29,f000950527a6feb651ffafbbe1e6c817c5ec446b2eb5b05e,2015/09/01,2015/09/30,个人所得税,代收工会经费（2％）,3000.0,0.03,0.0,90.0,1
30,f000950527a6feb651ffafbbe1e6c817c5ec446b2eb5b05e,2015/09/01,2015/09/30,个人所得税,生猪,3000.0,0.03,0.0,90.0,1
31,f000950527a6feb651ffafbbe1e6c817c5ec446b2eb5b05e,2015/09/01,2015/09/30,个人所得税,购销合同,3000.0,0.03,0.0,90.0,1
32,f000950527a6feb651ffafbbe1e6c817c5ec446b2eb5b05e,2016/07/01,2016/07/31,个人所得税,工资薪金所得,,,,90.0,1
33,e9f7b28ec10e047058b4208866846e6fabc2bbff121d204d,2016/07/01,2016/07/31,个人所得税,其他利息、股息、红利所得,,,,960000.0,1
34,f000950527a6feb62d929c78f7963ba317a926419cb78189,2015/09/01,2015/09/30,城市维护建设税,金融保险营业税额,582.52,0.07,0.0,40.78,0
35,f000950527a6feb62d929c78f7963ba317a926419cb78189,2015/09/01,2015/09/30,城市维护建设税,优惠税率１,582.52,0.07,0.0,40.78,0
36,f000950527a6feb62d929c78f7963ba317a926419cb78189,2015/09/01,2015/09/30,城市维护建设税,铁路运输,582.52,0.07,0.0,40.78,0
37,f000950527a6feb62d929c78f7963ba317a926419cb78189,2015/09/01,2015/09/30,城市维护建设税,一类地区,582.52,0.07,0.0,40.78,0
38,f000950527a6feb62d929c78f7963ba317a926419cb78189,2015/09/01,2015/09/30,城市维护建设税,增值税附征(市区),582.52,0.07,0.0,40.78,0
39,f000950527a6feb62d929c78f7963ba317a926419cb78189,2015/09/01,2015/09/30,城市维护建设税,土地增值额（未超过50%）,582.52,0.07,0.0,40.78,0
40,f000950527a6feb62d929c78f7963ba317a926419cb78189,2015/09/01,2015/09/30,城市维护建设税,20人以上汽车及2.2升以上小轿车,582.52,0.07,0.0,40.78,0
41,e9f7b28ec10e0470fbb1e66ca6339135aa66a2fb495e1edc,2016/07/01,2016/07/31,水利建设专项收入,地方水利建设基金,,,,2023.86,0
42,e9f7b28ec10e0470fbb1e66ca6339135aa66a2fb495e1edc,2016/07/01,2016/07/31,印花税,货物运输合同(按运输费用万分之五贴花),,,,1872.07,0
43,e9f7b28ec10e0470fbb1e66ca6339135aa66a2fb495e1edc,2016/07/01,2016/07/31,教育费附加,增值税教育费附加,,,,10507.88,0
44,e9f7b28ec10e0470fbb1e66ca6339135aa66a2fb495e1edc,2016/07/01,2016/07/31,城市维护建设税,县城、镇（增值税附征）,,,,17513.14,0
45,e9f7b28ec10e0470fbb1e66ca6339135aa66a2fb495e1edc,2016/07/01,2016/07/31,地方教育附加,增值税地方教育附加,,,,7005.25,0
46,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/09/01,2015/09/30,个人所得税,发票违章罚款,18765.6,0.25,1005.0,3686.4,1
47,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/09/01,2015/09/30,个人所得税,娱乐业,18765.6,0.25,1005.0,3686.4,1
48,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/09/01,2015/09/30,个人所得税,营业税附征,18765.6,0.25,1005.0,3686.4,1
49,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/09/01,2015/09/30,个人所得税,增值税随征,18765.6,0.25,1005.0,3686.4,1
50,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/09/01,2015/09/30,个人所得税,市区、县、镇 1%,18765.6,0.25,1005.0,3686.4,1
51,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/09/01,2015/09/30,个人所得税,土地增值税,18765.6,0.25,1005.0,3686.4,1
52,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/09/01,2015/09/30,个人所得税,一等,18765.6,0.25,1005.0,3686.4,1
53,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/09/01,2015/09/30,城市维护建设税,各类非银行金融机构营业收入(全),5000.0,0.07,0.0,350.0,1
54,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/09/01,2015/09/30,城市维护建设税,优惠税率２,5000.0,0.07,0.0,350.0,1
55,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/09/01,2015/09/30,城市维护建设税,道路运输,5000.0,0.07,0.0,350.0,1
56,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/09/01,2015/09/30,城市维护建设税,二类地区,5000.0,0.07,0.0,350.0,1
57,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/09/01,2015/09/30,个人所得税,各类非银行金融机构营业收入,18765.6,0.25,1005.0,3686.4,1
58,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/09/01,2015/09/30,个人所得税,营业额,18765.6,0.25,1005.0,3686.4,1
59,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/09/01,2015/09/30,个人所得税,生产用房,18765.6,0.25,1005.0,3686.4,1
60,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/09/01,2015/09/30,个人所得税,工资薪金所得,18765.6,0.25,1005.0,3686.4,1
61,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/09/01,2015/09/30,个人所得税,大额医疗统筹(单位),18765.6,0.25,1005.0,3686.4,1
62,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/09/01,2015/09/30,个人所得税,餐饮、住宿、娱乐营业额随征,18765.6,0.25,1005.0,3686.4,1
63,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/09/01,2015/09/30,个人所得税,增值税附征,18765.6,0.25,1005.0,3686.4,1
64,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/09/01,2015/09/30,个人所得税,各类非银行金融机构营业收入,18765.6,0.25,1005.0,3686.4,1
65,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/09/01,2015/09/30,个人所得税,国有土地使用权出让,18765.6,0.25,1005.0,3686.4,1
66,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/09/01,2015/09/30,个人所得税,机关事业单位养老保险基金（全额单位）,18765.6,0.25,1005.0,3686.4,1
67,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/09/01,2015/09/30,个人所得税,代收工会经费（2％）,18765.6,0.25,1005.0,3686.4,1
68,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/09/01,2015/09/30,个人所得税,生猪,18765.6,0.25,1005.0,3686.4,1
69,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/09/01,2015/09/30,个人所得税,购销合同,18765.6,0.25,1005.0,3686.4,1
70,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/09/01,2015/09/30,城市维护建设税,营业税附征(市区),5000.0,0.07,0.0,350.0,1
71,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/09/01,2015/09/30,城市维护建设税,土地增值额（超过50%-100%）,5000.0,0.07,0.0,350.0,1
72,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/09/01,2015/09/30,城市维护建设税,20人以下乘人汽车,5000.0,0.07,0.0,350.0,1
73,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/09/01,2015/09/30,营业税,其他服务业—其他,100000.0,0.05,0.0,5000.0,1
74,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/10/01,2015/10/31,个人所得税,土地增值税,18765.6,0.25,1005.0,3686.4,1
75,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/10/01,2015/10/31,个人所得税,一等,18765.6,0.25,1005.0,3686.4,1
76,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/10/01,2015/10/31,个人所得税,机关事业单位养老保险基金（全额单位）,18765.6,0.25,1005.0,3686.4,1
77,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/10/01,2015/10/31,个人所得税,代收工会经费（2％）,18765.6,0.25,1005.0,3686.4,1
78,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/10/01,2015/10/31,个人所得税,生猪,18765.6,0.25,1005.0,3686.4,1
79,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/10/01,2015/10/31,个人所得税,购销合同,18765.6,0.25,1005.0,3686.4,1
80,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/10/01,2015/10/31,个人所得税,各类非银行金融机构营业收入,18765.6,0.25,1005.0,3686.4,1
81,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/10/01,2015/10/31,个人所得税,营业额,18765.6,0.25,1005.0,3686.4,1
82,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/10/01,2015/10/31,个人所得税,生产用房,18765.6,0.25,1005.0,3686.4,1
83,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/10/01,2015/10/31,个人所得税,工资薪金所得,18765.6,0.25,1005.0,3686.4,1
84,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/10/01,2015/10/31,个人所得税,大额医疗统筹(单位),18765.6,0.25,1005.0,3686.4,1
85,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/10/01,2015/10/31,个人所得税,餐饮、住宿、娱乐营业额随征,18765.6,0.25,1005.0,3686.4,1
86,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/10/01,2015/10/31,个人所得税,增值税附征,18765.6,0.25,1005.0,3686.4,1
87,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/10/01,2015/10/31,个人所得税,各类非银行金融机构营业收入,18765.6,0.25,1005.0,3686.4,1
88,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/10/01,2015/10/31,个人所得税,国有土地使用权出让,18765.6,0.25,1005.0,3686.4,1
89,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/10/01,2015/10/31,个人所得税,发票违章罚款,18765.6,0.25,1005.0,3686.4,1
90,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/10/01,2015/10/31,个人所得税,娱乐业,18765.6,0.25,1005.0,3686.4,1
91,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/10/01,2015/10/31,个人所得税,营业税附征,18765.6,0.25,1005.0,3686.4,1
92,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/10/01,2015/10/31,个人所得税,增值税随征,18765.6,0.25,1005.0,3686.4,1
93,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/10/01,2015/10/31,个人所得税,市区、县、镇 1%,18765.6,0.25,1005.0,3686.4,1
94,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/10/01,2015/10/31,城市维护建设税,二类地区,5000.0,0.07,0.0,350.0,1
95,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/10/01,2015/10/31,城市维护建设税,营业税附征(市区),5000.0,0.07,0.0,350.0,1
96,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/10/01,2015/10/31,城市维护建设税,土地增值额（超过50%-100%）,5000.0,0.07,0.0,350.0,1
97,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/10/01,2015/10/31,城市维护建设税,20人以下乘人汽车,5000.0,0.07,0.0,350.0,1
98,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/10/01,2015/10/31,营业税,其他服务业—其他,100000.0,0.05,0.0,5000.0,1
99,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/10/01,2015/10/31,城市维护建设税,各类非银行金融机构营业收入(全),5000.0,0.07,0.0,350.0,1
100,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/10/01,2015/10/31,城市维护建设税,优惠税率２,5000.0,0.07,0.0,350.0,1
101,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/10/01,2015/10/31,城市维护建设税,道路运输,5000.0,0.07,0.0,350.0,1
102,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/11/01,2015/11/30,个人所得税,各类非银行金融机构营业收入,18380.0,0.25,1005.0,3590.0,1
103,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/11/01,2015/11/30,个人所得税,营业额,18380.0,0.25,1005.0,3590.0,1
104,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/11/01,2015/11/30,个人所得税,生产用房,18380.0,0.25,1005.0,3590.0,1
105,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/11/01,2015/11/30,个人所得税,工资薪金所得,18380.0,0.25,1005.0,3590.0,1
106,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/11/01,2015/11/30,个人所得税,大额医疗统筹(单位),18380.0,0.25,1005.0,3590.0,1
107,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/11/01,2015/11/30,个人所得税,餐饮、住宿、娱乐营业额随征,18380.0,0.25,1005.0,3590.0,1
108,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/11/01,2015/11/30,个人所得税,增值税附征,18380.0,0.25,1005.0,3590.0,1
109,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/11/01,2015/11/30,个人所得税,各类非银行金融机构营业收入,18380.0,0.25,1005.0,3590.0,1
110,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/11/01,2015/11/30,个人所得税,国有土地使用权出让,18380.0,0.25,1005.0,3590.0,1
111,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/11/01,2015/11/30,个人所得税,发票违章罚款,18380.0,0.25,1005.0,3590.0,1
112,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/11/01,2015/11/30,个人所得税,娱乐业,18380.0,0.25,1005.0,3590.0,1
113,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/11/01,2015/11/30,个人所得税,营业税附征,18380.0,0.25,1005.0,3590.0,1
114,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/11/01,2015/11/30,个人所得税,增值税随征,18380.0,0.25,1005.0,3590.0,1
115,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/11/01,2015/11/30,个人所得税,市区、县、镇 1%,18380.0,0.25,1005.0,3590.0,1
116,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/11/01,2015/11/30,个人所得税,土地增值税,18380.0,0.25,1005.0,3590.0,1
117,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/11/01,2015/11/30,个人所得税,一等,18380.0,0.25,1005.0,3590.0,1
118,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/11/01,2015/11/30,个人所得税,机关事业单位养老保险基金（全额单位）,18380.0,0.25,1005.0,3590.0,1
119,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/11/01,2015/11/30,个人所得税,代收工会经费（2％）,18380.0,0.25,1005.0,3590.0,1
120,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/11/01,2015/11/30,个人所得税,生猪,18380.0,0.25,1005.0,3590.0,1
121,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/11/01,2015/11/30,个人所得税,购销合同,18380.0,0.25,1005.0,3590.0,1
122,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/11/01,2015/11/30,营业税,其他服务业—其他,120000.0,0.05,0.0,6000.0,1
123,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/11/01,2015/11/30,城市维护建设税,各类非银行金融机构营业收入(全),6000.0,0.07,0.0,420.0,1
124,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/11/01,2015/11/30,城市维护建设税,优惠税率２,6000.0,0.07,0.0,420.0,1
125,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/11/01,2015/11/30,城市维护建设税,道路运输,6000.0,0.07,0.0,420.0,1
126,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/11/01,2015/11/30,城市维护建设税,二类地区,6000.0,0.07,0.0,420.0,1
127,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/11/01,2015/11/30,城市维护建设税,营业税附征(市区),6000.0,0.07,0.0,420.0,1
128,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/11/01,2015/11/30,城市维护建设税,土地增值额（超过50%-100%）,6000.0,0.07,0.0,420.0,1
129,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2015/11/01,2015/11/30,城市维护建设税,20人以下乘人汽车,6000.0,0.07,0.0,420.0,1
130,f000950527a6feb61d2b8189744a3d75c350def2b4a8da53,2016/07/01,2016/07/31,个人所得税,工资薪金所得,,,,2149.9,1
131,f000950527a6feb6843fc7d87f401709231defcdf2a66ade,2016/07/01,2016/07/31,印花税,购销合同,,,,13.42,0
132,f000950527a6feb6843fc7d87f401709231defcdf2a66ade,2016/07/01,2016/07/31,地方教育附加,增值税地方教育附加,,,,12.61,0
133,f000950527a6feb6843fc7d87f401709231defcdf2a66ade,2016/07/01,2016/07/31,教育费附加,增值税教育费附加,,,,18.92,0
134,f000950527a6feb6843fc7d87f401709231defcdf2a66ade,2016/07/01,2016/07/31,城市维护建设税,市区（增值税附征）,,,,44.14,0
135,f000950527a6feb6440a91c0e1f1c868f406a280b9f3852c,2015/10/01,2015/10/31,企业所得税,工伤保险趸交,700.0,0.0375,0.0,26.25,0
136,f000950527a6feb6440a91c0e1f1c868f406a280b9f3852c,2015/10/01,2015/10/31,企业所得税,应纳税所得额（随征）,700.0,0.0375,0.0,26.25,0
137,f000950527a6feb6440a91c0e1f1c868f406a280b9f3852c,2015/10/01,2015/10/31,企业所得税,城镇居民医疗保险费利息,700.0,0.0375,0.0,26.25,0
138,f000950527a6feb6440a91c0e1f1c868f406a280b9f3852c,2015/10/01,2015/10/31,企业所得税,生育保险利息,700.0,0.0375,0.0,26.25,0
139,f000950527a6feb6440a91c0e1f1c868f406a280b9f3852c,2015/10/01,2015/10/31,企业所得税,失业保险利息,700.0,0.0375,0.0,26.25,0
140,f000950527a6feb6440a91c0e1f1c868f406a280b9f3852c,2015/10/01,2015/10/31,企业所得税,医疗保险利息,700.0,0.0375,0.0,26.25,0
141,f000950527a6feb6440a91c0e1f1c868f406a280b9f3852c,2015/10/01,2015/10/31,企业所得税,养老保险利息,700.0,0.0375,0.0,26.25,0
142,f000950527a6feb6440a91c0e1f1c868f406a280b9f3852c,2015/10/01,2015/10/31,企业所得税,其他,700.0,0.0375,0.0,26.25,0
143,d8071a739aa75a3be5567fdcec92010ab566563292864176,2016/07/01,2016/07/31,个人所得税,工资薪金所得,,,,92.24,1
144,d8071a739aa75a3be5567fdcec92010ab566563292864176,2016/07/01,2016/07/31,个人所得税,工资薪金所得,,,,68.17,1
145,f000950527a6feb649d5b1136cfd40f5873253f732c0968c,2016/07/01,2016/07/31,水利建设专项收入,地方水利建设基金,,,,108.0,0
146,f000950527a6feb649d5b1136cfd40f5873253f732c0968c,2016/07/01,2016/07/31,企业所得税,应纳税所得额,,,,3900.0,0
147,47645761dc56bb8c44cae990caa278e32085a68d12e1b0c0,2016/07/01,2016/07/31,印花税,购销合同,,,,13.22,0
148,f000950527a6feb6f00c58268f1a1aa920052cca400da755,2015/09/01,2015/09/30,印花税,营业税附征,132443.5,0.0003,0.03,39.7,0
149,f000950527a6feb6f00c58268f1a1aa920052cca400da755,2015/09/01,2015/09/30,印花税,增值税随征,132443.5,0.0003,0.03,39.7,0
150,f000950527a6feb6f00c58268f1a1aa920052cca400da755,2015/09/01,2015/09/30,印花税,市区、县、镇 1%,132443.5,0.0003,0.03,39.7,0
151,f000950527a6feb6f00c58268f1a1aa920052cca400da755,2015/09/01,2015/09/30,印花税,土地增值税,132443.5,0.0003,0.03,39.7,0
152,f000950527a6feb6f00c58268f1a1aa920052cca400da755,2015/09/01,2015/09/30,印花税,一等,132443.5,0.0003,0.03,39.7,0
153,f000950527a6feb6f00c58268f1a1aa920052cca400da755,2015/09/01,2015/09/30,印花税,机关事业单位养老保险基金（全额单位）,132443.5,0.0003,0.03,39.7,0
154,f000950527a6feb6f00c58268f1a1aa920052cca400da755,2015/09/01,2015/09/30,印花税,代收工会经费（2％）,132443.5,0.0003,0.03,39.7,0
155,f000950527a6feb6f00c58268f1a1aa920052cca400da755,2015/09/01,2015/09/30,印花税,生猪,132443.5,0.0003,0.03,39.7,0
156,f000950527a6feb6f00c58268f1a1aa920052cca400da755,2015/09/01,2015/09/30,印花税,购销合同,132443.5,0.0003,0.03,39.7,0
157,f000950527a6feb6f00c58268f1a1aa920052cca400da755,2015/09/01,2015/09/30,印花税,各类非银行金融机构营业收入,132443.5,0.0003,0.03,39.7,0
158,f000950527a6feb6f00c58268f1a1aa920052cca400da755,2015/09/01,2015/09/30,印花税,营业额,132443.5,0.0003,0.03,39.7,0
159,f000950527a6feb6f00c58268f1a1aa920052cca400da755,2015/09/01,2015/09/30,印花税,生产用房,132443.5,0.0003,0.03,39.7,0
160,f000950527a6feb6f00c58268f1a1aa920052cca400da755,2015/09/01,2015/09/30,印花税,工资薪金所得,132443.5,0.0003,0.03,39.7,0
161,f000950527a6feb6f00c58268f1a1aa920052cca400da755,2015/09/01,2015/09/30,印花税,大额医疗统筹(单位),132443.5,0.0003,0.03,39.7,0
162,f000950527a6feb6f00c58268f1a1aa920052cca400da755,2015/09/01,2015/09/30,印花税,餐饮、住宿、娱乐营业额随征,132443.5,0.0003,0.03,39.7,0
163,f000950527a6feb6f00c58268f1a1aa920052cca400da755,2015/09/01,2015/09/30,印花税,增值税附征,132443.5,0.0003,0.03,39.7,0
164,f000950527a6feb6f00c58268f1a1aa920052cca400da755,2015/09/01,2015/09/30,印花税,各类非银行金融机构营业收入,132443.5,0.0003,0.03,39.7,0
165,f000950527a6feb6f00c58268f1a1aa920052cca400da755,2015/09/01,2015/09/30,印花税,国有土地使用权出让,132443.5,0.0003,0.03,39.7,0
166,f000950527a6feb6f00c58268f1a1aa920052cca400da755,2015/09/01,2015/09/30,印花税,发票违章罚款,132443.5,0.0003,0.03,39.7,0
167,f000950527a6feb6f00c58268f1a1aa920052cca400da755,2015/09/01,2015/09/30,印花税,娱乐业,132443.5,0.0003,0.03,39.7,0
168,f000950527a6feb6f00c58268f1a1aa920052cca400da755,2015/09/01,2015/09/30,城市维护建设税,金融保险营业税额,2558.52,0.07,0.0,179.1,0
169,f000950527a6feb6f00c58268f1a1aa920052cca400da755,2015/09/01,2015/09/30,城市维护建设税,优惠税率１,2558.52,0.07,0.0,179.1,0
170,f000950527a6feb6f00c58268f1a1aa920052cca400da755,2015/09/01,2015/09/30,城市维护建设税,铁路运输,2558.52,0.07,0.0,179.1,0
171,f000950527a6feb6f00c58268f1a1aa920052cca400da755,2015/09/01,2015/09/30,城市维护建设税,一类地区,2558.52,0.07,0.0,179.1,0
172,f000950527a6feb6f00c58268f1a1aa920052cca400da755,2015/09/01,2015/09/30,城市维护建设税,增值税附征(市区),2558.52,0.07,0.0,179.1,0
173,f000950527a6feb6f00c58268f1a1aa920052cca400da755,2015/09/01,2015/09/30,城市维护建设税,土地增值额（未超过50%）,2558.52,0.07,0.0,179.1,0
