,id,ANCHEYEAR,STATE,FUNDAM,EMPNUM,EMPNUMSIGN,BUSSTNAME,COLGRANUM,RETSOLNUM,DISPERNUM,UNENUM,COLEMPLNUM,RETEMPLNUM,DISEMPLNUM,UNEEMPLNUM,WEBSITSIGN,FORINVESTSIGN,STOCKTRANSIGN,PUBSTATE,label
10,47645761dc56bb8c6fd9e2e6e6688c7daabcecb25e15a969,2018.0,2.0,,1.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
11,e9f7b28ec10e04701c5cd9b2c3f4e7761b1edaea4bac3842,2018.0,2.0,,2.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
12,e9f7b28ec10e0470eb33e7fdb616a09f92814e348af2f151,2018.0,2.0,,10.0,1.0,开业,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,,2.0,1
13,f000950527a6feb601c253523083d266a42e2cd35c6742e6,2018.0,2.0,,8.0,2.0,开业,2.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,2.0,2.0,2.0,3.0,0
14,59b38c56de3836836abf6434ec0cbe3c0394748fee50f6f8,2017.0,2.0,,2.0,1.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,2.0,0
15,59b38c56de3836836abf6434ec0cbe3c0394748fee50f6f8,2018.0,2.0,,2.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,3.0,0
16,d8071a739aa75a3bf89659c841a8f1ceca376edc352fd4e6,2017.0,2.0,,20.0,2.0,开业,6.0,0.0,0.0,2.0,6.0,0.0,0.0,2.0,2.0,2.0,2.0,3.0,0
17,da8691b210adb3f6ade3d055248e55b4d77b0d358ac6327f,2017.0,2.0,8.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0,0
18,f1c1045b13d18329f6c96b3a9705273ae3c2f8da70781ae2,2017.0,2.0,30.0,15.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0,0
19,f000950527a6feb687d661f6f5020797ba8e0498187ab23c,2018.0,2.0,,7.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
20,f1c1045b13d18329f7992e6406baff82ac2ba2c8d3cb37d0,2015.0,2.0,5.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0,0
21,f1c1045b13d18329f7992e6406baff82ac2ba2c8d3cb37d0,2016.0,2.0,2.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0,0
22,f1c1045b13d18329f7992e6406baff82ac2ba2c8d3cb37d0,2017.0,2.0,2.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0,0
23,f1c1045b13d18329f7992e6406baff82ac2ba2c8d3cb37d0,2018.0,2.0,2.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0,0
24,516ab81418ed215d71d82e31af1039645b48821c1b3214e7,2018.0,2.0,,2.0,1.0,开业,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0
25,f000950527a6feb693d497c8dd76e85913ebada080cae0ab,2018.0,2.0,,7.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
26,47645761dc56bb8c9ccfc245e9bb19b3b8bd7d1fe948b781,2017.0,2.0,,1.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
27,d8071a739aa75a3b9f23966f8dae78fd226c272515b9c255,2015.0,2.0,,2.0,2.0,开业,,,,,,,,,2.0,2.0,2.0,3.0,1
28,d8071a739aa75a3b9f23966f8dae78fd226c272515b9c255,2016.0,2.0,,15.0,2.0,开业,,,,,,,,,2.0,1.0,2.0,3.0,1
29,d8071a739aa75a3b9f23966f8dae78fd226c272515b9c255,2017.0,2.0,,15.0,1.0,开业,,,,,,,,,2.0,1.0,2.0,2.0,1
30,d8071a739aa75a3b9f23966f8dae78fd226c272515b9c255,2018.0,2.0,,16.0,2.0,开业,,,,,,,,,2.0,1.0,2.0,3.0,1
31,f000950527a6feb6dc020ab89e57422dbb36b7c8f45da773,2017.0,2.0,,1.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
32,f000950527a6feb6dc020ab89e57422dbb36b7c8f45da773,2018.0,2.0,,1.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
33,f000950527a6feb63874093b7decdf312440ee4978782119,2018.0,2.0,,5.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
34,4a8fc4f3fb4d8a0fe707193637697a7eaeef42e2401bd20a,2018.0,2.0,50.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0,0
35,59b38c56de383683551efc610267da1fdb30fcc7bdd4e21c,2016.0,2.0,,1.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,3.0,1
36,59b38c56de383683551efc610267da1fdb30fcc7bdd4e21c,2017.0,2.0,,1.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,3.0,1
37,59b38c56de383683551efc610267da1fdb30fcc7bdd4e21c,2018.0,2.0,,1.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,3.0,1
38,47645761dc56bb8c4e81f7444756e353194c0726503866cd,2017.0,2.0,,8.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,2.0,3.0,0
39,47645761dc56bb8c4e81f7444756e353194c0726503866cd,2018.0,2.0,,2.0,2.0,开业,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
40,c6f63e35ba08e7396dbcc2b57f8578b74b793690d0a61648,2018.0,2.0,,118.0,2.0,开业,3.0,0.0,0.0,0.0,15.0,0.0,0.0,100.0,2.0,2.0,2.0,3.0,0
41,c6f63e35ba08e7396dbcc2b57f8578b74b793690d0a61648,2016.0,2.0,,120.0,2.0,开业,15.0,0.0,0.0,105.0,15.0,0.0,0.0,105.0,2.0,2.0,1.0,3.0,0
42,c6f63e35ba08e7396dbcc2b57f8578b74b793690d0a61648,2015.0,2.0,,30.0,1.0,开业,3.0,0.0,0.0,27.0,3.0,0.0,0.0,27.0,2.0,2.0,2.0,1.0,0
43,c6f63e35ba08e7396dbcc2b57f8578b74b793690d0a61648,2017.0,2.0,,118.0,1.0,开业,15.0,0.0,0.0,103.0,15.0,0.0,0.0,103.0,2.0,2.0,2.0,1.0,0
44,47645761dc56bb8cbeb805f35054541f192c57ca77b3acc4,2016.0,2.0,,5.0,2.0,开业,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0
45,47645761dc56bb8cbeb805f35054541f192c57ca77b3acc4,2017.0,2.0,,5.0,2.0,开业,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0
46,47645761dc56bb8cbeb805f35054541f192c57ca77b3acc4,2018.0,2.0,,4.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0
47,59b38c56de38368393a52bc05868e543de7292caf5625b6b,2017.0,2.0,,10.0,2.0,开业,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,2.0,,3.0,1
48,59b38c56de38368393a52bc05868e543de7292caf5625b6b,2018.0,2.0,,10.0,2.0,开业,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,2.0,,3.0,1
49,59b38c56de3836836a6120c866634d0e6181b6e0efb807c9,2015.0,2.0,,5.0,2.0,开业,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,3.0,1
50,59b38c56de3836836a6120c866634d0e6181b6e0efb807c9,2016.0,2.0,,5.0,2.0,开业,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,,3.0,1
51,59b38c56de3836836a6120c866634d0e6181b6e0efb807c9,2017.0,2.0,,5.0,2.0,开业,5.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,2.0,,3.0,1
52,59b38c56de3836836a6120c866634d0e6181b6e0efb807c9,2018.0,2.0,,0.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,3.0,1
53,4a8fc4f3fb4d8a0f41d4f67dbbc091f93a00940b48217767,2017.0,2.0,33.0,33.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0,0
54,4a8fc4f3fb4d8a0f41d4f67dbbc091f93a00940b48217767,2018.0,2.0,33.0,33.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0,0
55,f1c1045b13d18329eb454b041124ae33b7bdf34419b272dd,2018.0,2.0,10.0,3.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0,0
56,f000950527a6feb6ae8a69fe1f8ccf37f57b4fa75c0aafaf,2018.0,2.0,,2.0,1.0,开业,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,0
57,f000950527a6feb6d9173195defecf8a36d5bb538536f492,2018.0,2.0,,8.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
58,f000950527a6feb62923de358d88d51ba6889a0112b028b2,2018.0,2.0,,3.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
59,f000950527a6feb61d9eba6d295dc02684a57034bd259015,2018.0,2.0,,6.0,2.0,开业,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
60,47645761dc56bb8cf29a83be0993d74400194f9c5b6ef63a,2018.0,2.0,,4.0,2.0,开业,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
61,82750f1b9d122350891541ef8675888d378b904fc46d4864,2017.0,2.0,,1.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,3.0,1
62,82750f1b9d122350891541ef8675888d378b904fc46d4864,2018.0,2.0,,1.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,3.0,1
63,c49bbe6b430cd326db9a8e858da31b2cca0ac5925a081957,2018.0,2.0,,6.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
64,f1c1045b13d18329a5ea825c2f9f16c8f0510f1d830a238f,2018.0,2.0,6.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0,0
65,f000950527a6feb61be5f5fb05c43120a359550bf5c220ab,2017.0,2.0,,1.0,2.0,开业,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
66,f000950527a6feb61be5f5fb05c43120a359550bf5c220ab,2018.0,2.0,,4.0,2.0,开业,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
67,f000950527a6feb6a994e8579808b1a77c533c1938fffe47,2018.0,2.0,,3.0,1.0,开业,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0
68,f000950527a6feb6b9e73a6dec0547ec5abc78f9859fccf0,2015.0,2.0,,2.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
69,f000950527a6feb6b9e73a6dec0547ec5abc78f9859fccf0,2016.0,2.0,,1.0,2.0,开业,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
70,d8071a739aa75a3b7c1936916505d603271a61909e311bf4,2018.0,2.0,,2.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
71,47645761dc56bb8c2e2a2e2964dfd57f49f7015272c094e1,2015.0,2.0,,16.0,2.0,开业,2.0,1.0,1.0,16.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,0
72,47645761dc56bb8c2e2a2e2964dfd57f49f7015272c094e1,2016.0,2.0,,16.0,1.0,开业,2.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0
73,47645761dc56bb8c2e2a2e2964dfd57f49f7015272c094e1,2017.0,2.0,,16.0,2.0,开业,2.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0
74,47645761dc56bb8c2e2a2e2964dfd57f49f7015272c094e1,2018.0,2.0,,15.0,1.0,开业,2.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0
75,e9f7b28ec10e047014788aecf8ceaa8bd19a594e605929cf,2018.0,2.0,,2.0,2.0,开业,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
76,516ab81418ed215daa10bd579d267bad7ea1daa39c05c5ec,2018.0,2.0,,1.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
77,59b38c56de38368362b99f9e84b28da31dab671a7541e2dd,2016.0,2.0,,3.0,2.0,开业,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,,3.0,0
78,59b38c56de38368362b99f9e84b28da31dab671a7541e2dd,2017.0,2.0,,5.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,3.0,0
79,59b38c56de38368362b99f9e84b28da31dab671a7541e2dd,2018.0,2.0,,1.0,1.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,2.0,0
80,f000950527a6feb64e64409fbe0f9855cfe6bd55dbecbac4,2018.0,2.0,,1.0,2.0,开业,,,,,,,,,2.0,2.0,2.0,3.0,0
81,82750f1b9d1223506c304585e5f7ad7928810dc983b86b31,2018.0,2.0,,26.0,2.0,开业,1.0,0.0,0.0,0.0,5.0,0.0,0.0,20.0,2.0,2.0,2.0,3.0,0
82,59b38c56de383683ca245c9e7b98c158bb43e5f24f6a3dcb,2017.0,2.0,,1.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,3.0,1
83,59b38c56de383683ca245c9e7b98c158bb43e5f24f6a3dcb,2018.0,2.0,,1.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,3.0,1
84,f000950527a6feb6d101d7d2c5d3aa272eef3f98ca31a287,2016.0,2.0,,3.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
85,f000950527a6feb6d101d7d2c5d3aa272eef3f98ca31a287,2017.0,2.0,,3.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
86,f000950527a6feb6d101d7d2c5d3aa272eef3f98ca31a287,2018.0,2.0,,3.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
87,da8691b210adb3f66de10fdf446108504087f44cb54edb3d,2018.0,2.0,10.0,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,,,3.0,0
88,f000950527a6feb6a1e5ba0fa8291e1d1228f5c6d5a696df,2016.0,2.0,,1.0,2.0,歇业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
89,f000950527a6feb6a1e5ba0fa8291e1d1228f5c6d5a696df,2017.0,2.0,,2.0,2.0,开业,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
90,f000950527a6feb6a1e5ba0fa8291e1d1228f5c6d5a696df,2018.0,2.0,,2.0,2.0,开业,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
91,f000950527a6feb6b018bff1819a0605429820fa2072b0d6,2017.0,2.0,,38.0,2.0,开业,3.0,0.0,0.0,0.0,12.0,2.0,1.0,20.0,2.0,2.0,1.0,3.0,0
92,f000950527a6feb6b018bff1819a0605429820fa2072b0d6,2018.0,2.0,,62.0,2.0,开业,4.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
93,f000950527a6feb6b018bff1819a0605429820fa2072b0d6,2018.0,2.0,,62.0,2.0,开业,4.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
94,59b38c56de38368391bec049f23801f60e875733011c2a1b,2015.0,2.0,,2.0,2.0,开业,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,,3.0,1
95,59b38c56de38368391bec049f23801f60e875733011c2a1b,2016.0,2.0,,1.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,3.0,1
96,59b38c56de38368391bec049f23801f60e875733011c2a1b,2018.0,2.0,,1.0,2.0,开业,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,3.0,1
97,59b38c56de38368391bec049f23801f60e875733011c2a1b,2017.0,2.0,,1.0,1.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,2.0,1
98,516ab81418ed215d2d32ed23f67c6c09624d145a14fabd32,2015.0,2.0,,2.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
99,516ab81418ed215d2d32ed23f67c6c09624d145a14fabd32,2016.0,2.0,,5.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
100,516ab81418ed215d2d32ed23f67c6c09624d145a14fabd32,2017.0,2.0,,3.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
101,516ab81418ed215d2d32ed23f67c6c09624d145a14fabd32,2018.0,2.0,,3.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
102,f000950527a6feb6e931bc7b96aae88ff3e36a24bdaac524,2018.0,2.0,,3.0,2.0,开业,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
103,47645761dc56bb8c6061776855a4cb221d1a0f4c06c6b756,2017.0,2.0,,7.0,2.0,开业,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
104,47645761dc56bb8c6061776855a4cb221d1a0f4c06c6b756,2018.0,2.0,,7.0,2.0,开业,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
105,f000950527a6feb6388127f007006607f13c1cb024556175,2018.0,2.0,,3.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0
106,d8071a739aa75a3b8502531ec14a6ebcc5d1b8d423559dad,2018.0,2.0,,1.0,1.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0
107,f000950527a6feb65ba8984e2d2c7898382c69d4cca65f7a,2018.0,2.0,,2.0,2.0,开业,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
108,f000950527a6feb6c36abf09106d884a7208b392fbdf6eb3,2016.0,2.0,,0.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,1
109,f000950527a6feb6c36abf09106d884a7208b392fbdf6eb3,2018.0,2.0,,2.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,1
110,f000950527a6feb6c36abf09106d884a7208b392fbdf6eb3,2017.0,2.0,,0.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,1
111,f000950527a6feb658c39a380d78aa4d95cd64c3c353541c,2016.0,2.0,,6.0,2.0,开业,0.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,0
112,f000950527a6feb658c39a380d78aa4d95cd64c3c353541c,2017.0,2.0,,4.0,2.0,开业,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,3.0,0
113,f000950527a6feb658c39a380d78aa4d95cd64c3c353541c,2018.0,2.0,,3.0,2.0,开业,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
114,4a8fc4f3fb4d8a0fef2c37a57dc7b28066b9fb18d2770f49,2018.0,2.0,3.0,2.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0,0
115,f000950527a6feb68b2de1c0fb54cf2919d4029742a7a1c4,2016.0,2.0,,3.0,2.0,开业,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,,3.0,0
116,f000950527a6feb68b2de1c0fb54cf2919d4029742a7a1c4,2015.0,2.0,,3.0,2.0,开业,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,,3.0,0
117,f000950527a6feb68b2de1c0fb54cf2919d4029742a7a1c4,2017.0,2.0,,3.0,2.0,开业,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,,3.0,0
118,f000950527a6feb68b2de1c0fb54cf2919d4029742a7a1c4,2018.0,2.0,,3.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,3.0,0
119,f000950527a6feb6a65b8d1d7374740317f83fac22a10ca3,2016.0,2.0,,0.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,3.0,1
120,f000950527a6feb6a65b8d1d7374740317f83fac22a10ca3,2017.0,2.0,,0.0,1.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,1.0,1
121,f000950527a6feb6a65b8d1d7374740317f83fac22a10ca3,2018.0,2.0,,0.0,1.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,1.0,1
122,59b38c56de383683f6e45b2a4d035cb917e626079a7c5ec4,2016.0,2.0,,10.0,1.0,开业,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,2.0,,1.0,1
123,59b38c56de383683f6e45b2a4d035cb917e626079a7c5ec4,2018.0,2.0,,10.0,2.0,开业,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,2.0,,3.0,1
124,59b38c56de383683f6e45b2a4d035cb917e626079a7c5ec4,2017.0,2.0,,10.0,2.0,开业,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,2.0,,3.0,1
125,f000950527a6feb6303b75e8b0fce121558d84b714c9aae7,2018.0,2.0,,4.0,2.0,开业,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,0
126,f000950527a6feb6dccb1460b94c3e3931f9d42b0fe8d200,2015.0,2.0,,2.0,2.0,开业,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
127,f000950527a6feb6dccb1460b94c3e3931f9d42b0fe8d200,2016.0,2.0,,4.0,2.0,开业,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
128,f000950527a6feb6dccb1460b94c3e3931f9d42b0fe8d200,2017.0,2.0,,2.0,2.0,开业,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,0
129,f000950527a6feb6dccb1460b94c3e3931f9d42b0fe8d200,2018.0,2.0,,2.0,2.0,开业,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0,3.0,0
130,f000950527a6feb6093611e5de4c61c6de8adf3fb2c5d9fc,2018.0,2.0,,1.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,3.0,0
131,f1c1045b13d18329a34e97483dc68f0caf6045f259b655d0,2017.0,2.0,50.0,5.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,,,3.0,0
132,82750f1b9d122350b13adcd228e8130be5f18f5c3bb6046f,2016.0,2.0,,10.0,2.0,开业,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,2.0,,3.0,1
133,82750f1b9d122350b13adcd228e8130be5f18f5c3bb6046f,2018.0,2.0,,1.0,2.0,开业,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,,3.0,1
